a_etage,cheminee,classification_f,cuve_eau,douche_wc,etat_general,garage_ferme,gardien_securite,groupe_electrogene,loyer_mensuel,meuble,nombre_chambres,nombre_salles_eau,piscine,quartier,superficie,surface_terrain,terrasse_balcon,type_d_acces,type_logement,nom_quartier,id_quartier
True,False,F7,True,interieur,bon,True,True,True,10000000.0,False,6,4.0,True,ambatobe,0.0,0.0,False,voiture_avec_parking,Villa,ambatobe,143.0
True,False,F7,True,interieur,bon,True,True,True,10000000.0,False,6,4.0,True,ambatobe,0.0,0.0,False,voiture_avec_parking,Villa,ambatobe,499.0
True,False,F7,True,interieur,bon,True,True,True,10000000.0,False,6,4.0,True,ambatobe,0.0,0.0,False,voiture_avec_parking,Villa,ambatobe,550.0
False,False,F0,False,interieur,bon,False,True,False,16000000.0,True,4,4.0,True,ambohibao,0.0,0.0,True,voiture_avec_parking,Appartement,ambohibao,360.0
False,False,F0,False,interieur,bon,False,True,False,16000000.0,True,4,4.0,True,ambohibao,0.0,0.0,True,voiture_avec_parking,Appartement,ambohibao,439.0
False,False,F0,False,interieur,bon,False,True,False,16000000.0,True,4,4.0,True,ambohibao,0.0,0.0,True,voiture_avec_parking,Appartement,ambohibao,675.0
False,False,F0,False,interieur,bon,False,True,False,16000000.0,True,4,4.0,True,ambohibao,0.0,0.0,True,voiture_avec_parking,Appartement,ambohibao,870.0
False,False,F2,False,interieur,bon,False,True,False,900000.0,False,1,1.0,False,imerimanjaka,0.0,0.0,False,voiture_avec_parking,Villa,imerimanjaka,853.0
False,False,F0,True,interieur,bon,False,True,False,4000000.0,True,2,1.0,True,ivandry,0.0,0.0,False,voiture_avec_parking,Appartement,ivandry,139.0
False,False,F0,False,interieur,bon,False,False,False,4000000.0,True,2,1.0,False,ambohipotsy,0.0,0.0,True,voiture_avec_parking,Appartement,,
True,False,F5,True,interieur,bon,False,True,True,4500000.0,False,4,2.0,True,ambohibao,0.0,0.0,True,voiture_avec_parking,Villa,ambohibao,360.0
True,False,F5,True,interieur,bon,False,True,True,4500000.0,False,4,2.0,True,ambohibao,0.0,0.0,True,voiture_avec_parking,Villa,ambohibao,439.0
True,False,F5,True,interieur,bon,False,True,True,4500000.0,False,4,2.0,True,ambohibao,0.0,0.0,True,voiture_avec_parking,Villa,ambohibao,675.0
True,False,F5,True,interieur,bon,False,True,True,4500000.0,False,4,2.0,True,ambohibao,0.0,0.0,True,voiture_avec_parking,Villa,ambohibao,870.0
False,False,F6,True,interieur,bon,True,False,False,4000000.0,True,5,3.0,False,ivandry,0.0,0.0,True,voiture_avec_parking,Villa,ivandry,139.0
False,False,F0,True,interieur,bon,False,True,True,6750000.0,True,3,2.0,False,ankadivato,0.0,0.0,True,voiture_avec_parking,Appartement,,
False,False,F0,False,interieur,bon,False,True,False,4000000.0,False,3,2.0,True,ivandry,0.0,0.0,True,voiture_avec_parking,Appartement,ivandry,139.0
False,True,F4,False,interieur,bon,False,False,False,4100000.0,False,3,2.0,False,ivandry,0.0,0.0,True,voiture_avec_parking,Villa,ivandry,139.0
False,False,F0,True,interieur,bon,False,False,True,2000000.0,False,2,1.0,False,andranomena,0.0,0.0,False,voiture_avec_parking,Appartement,andranomena,165.0
False,True,F5,False,interieur,bon,False,False,False,3000000.0,False,4,2.0,False,ilafy,0.0,0.0,True,voiture,Villa,ilafy,220.0
False,False,F0,True,interieur,bon,False,True,False,3200000.0,True,2,1.0,False,ankadilalana,0.0,0.0,False,voiture_avec_parking,Appartement,ankadilalana,116.0
False,False,F0,False,interieur,bon,False,True,False,1800000.0,True,2,1.0,False,antsahabe,0.0,0.0,False,voiture_avec_parking,Appartement,antsahabe,633.0
False,False,F0,False,interieur,bon,False,True,False,1800000.0,True,2,1.0,False,antsahabe,0.0,0.0,False,voiture_avec_parking,Appartement,antsahabe,874.0
False,False,F0,True,interieur,bon,False,True,True,3000000.0,False,3,2.0,False,andranomena,0.0,0.0,True,voiture_avec_parking,Appartement,andranomena,165.0
True,True,F6,True,interieur,bon,False,False,False,6000000.0,False,4,3.0,True,talatamaty,0.0,0.0,True,voiture_avec_parking,Villa,talatamaty,434.0
False,False,F0,False,interieur,bon,False,False,False,1400000.0,False,2,1.0,False,andraharo,0.0,0.0,False,voiture_avec_parking,Appartement,andraharo,190.0
False,False,F0,False,interieur,bon,False,True,False,2000000.0,False,3,1.0,False,andraharo,0.0,0.0,False,voiture_avec_parking,Appartement,andraharo,190.0
False,False,F0,True,interieur,bon,False,True,False,2800000.0,True,2,1.0,True,ivandry,0.0,0.0,True,voiture_avec_parking,Appartement,ivandry,139.0
False,False,F0,True,interieur,bon,False,True,True,5500000.0,True,2,1.0,False,analamahitsy,0.0,0.0,False,voiture_avec_parking,Appartement,analamahitsy,635.0
False,False,F5,False,interieur,bon,False,False,False,5000000.0,True,4,1.0,False,ivandry,0.0,0.0,False,voiture_avec_parking,Villa,ivandry,139.0
False,False,F0,False,interieur,bon,False,True,False,4500000.0,True,3,1.0,False,isoraka,0.0,0.0,False,voiture_avec_parking,Appartement,,
False,False,F0,False,interieur,bon,False,True,False,4500000.0,True,1,1.0,False,ivandry,0.0,0.0,False,voiture_avec_parking,Appartement,ivandry,139.0
False,False,F6,False,interieur,bon,True,False,False,3000000.0,False,5,1.0,False,ankadivato,0.0,0.0,True,voiture_avec_parking,Maison,,
False,False,F0,False,interieur,bon,False,False,False,2300000.0,True,1,1.0,False,ivandry,0.0,0.0,True,voiture_avec_parking,Appartement,ivandry,139.0
False,True,F4,False,interieur,bon,True,False,False,3000000.0,True,3,2.0,False,ilafy,0.0,0.0,True,voiture_avec_parking,Villa,ilafy,220.0
False,False,F0,False,interieur,bon,False,True,False,220000.0,True,2,1.0,False,isoraka,0.0,0.0,False,sans,Appartement,,
False,False,F0,False,interieur,bon,False,False,False,1200000.0,False,2,0.0,False,antsakaviro,0.0,0.0,False,sans,Appartement,,
False,False,F0,False,interieur,bon,False,False,False,1600000.0,False,1,1.0,False,ampandrianomby,0.0,0.0,True,sans,Appartement,,
False,False,F0,False,interieur,bon,False,False,False,600000.0,False,3,1.0,False,nanisana,0.0,0.0,False,sans,Appartement,,
False,False,F0,False,interieur,bon,False,True,False,1600000.0,False,3,1.0,False,ambatobe,0.0,0.0,False,sans,Appartement,ambatobe,143.0
False,False,F0,False,interieur,bon,False,True,False,1600000.0,False,3,1.0,False,ambatobe,0.0,0.0,False,sans,Appartement,ambatobe,499.0
False,False,F0,False,interieur,bon,False,True,False,1600000.0,False,3,1.0,False,ambatobe,0.0,0.0,False,sans,Appartement,ambatobe,550.0
True,False,F6,False,interieur,bon,False,False,False,1600000.0,False,5,1.0,False,ambohimiandra,0.0,0.0,True,voiture_avec_parking,Maison,ambohimiandra,554.0
False,False,F0,True,interieur,bon,False,True,True,3750000.0,True,1,1.0,True,analamahitsy,0.0,0.0,True,voiture_avec_parking,Appartement,analamahitsy,635.0
False,False,F0,True,interieur,bon,False,False,False,2400000.0,True,1,1.0,False,behoririka,0.0,0.0,True,sans,Appartement,behoririka,95.0
False,False,F0,True,interieur,bon,False,False,False,2400000.0,True,1,1.0,False,behoririka,0.0,0.0,True,sans,Appartement,behoririka,816.0
False,True,F0,True,interieur,bon,False,False,False,4000000.0,True,2,1.0,False,isoraka,0.0,0.0,True,voiture_avec_parking,Appartement,,
False,True,F0,False,interieur,bon,False,True,False,1600000.0,False,3,1.0,False,ampandrianomby,0.0,0.0,True,voiture_avec_parking,Appartement,,
False,True,F4,False,interieur,bon,False,False,False,1200000.0,False,3,1.0,False,ambohibao,0.0,0.0,False,voiture,Villa,ambohibao,360.0
False,True,F4,False,interieur,bon,False,False,False,1200000.0,False,3,1.0,False,ambohibao,0.0,0.0,False,voiture,Villa,ambohibao,439.0
False,True,F4,False,interieur,bon,False,False,False,1200000.0,False,3,1.0,False,ambohibao,0.0,0.0,False,voiture,Villa,ambohibao,675.0
False,True,F4,False,interieur,bon,False,False,False,1200000.0,False,3,1.0,False,ambohibao,0.0,0.0,False,voiture,Villa,ambohibao,870.0
False,False,F6,False,interieur,bon,False,False,False,3500000.0,False,5,3.0,False,ambohibao,0.0,0.0,True,voiture_avec_parking,Villa,ambohibao,360.0
False,False,F6,False,interieur,bon,False,False,False,3500000.0,False,5,3.0,False,ambohibao,0.0,0.0,True,voiture_avec_parking,Villa,ambohibao,439.0
False,False,F6,False,interieur,bon,False,False,False,3500000.0,False,5,3.0,False,ambohibao,0.0,0.0,True,voiture_avec_parking,Villa,ambohibao,675.0
False,False,F6,False,interieur,bon,False,False,False,3500000.0,False,5,3.0,False,ambohibao,0.0,0.0,True,voiture_avec_parking,Villa,ambohibao,870.0
False,True,F0,False,interieur,bon,False,False,False,1000000.0,False,1,1.0,False,betongolo,0.0,0.0,True,voiture_avec_parking,Appartement,betongolo,92.0
False,False,F0,False,interieur,bon,True,False,False,1200000.0,False,3,1.0,False,mandroseza,0.0,0.0,True,voiture_avec_parking,Appartement,,
False,False,F0,True,interieur,bon,False,True,False,1100000.0,False,1,1.0,False,ambohimangakely,0.0,0.0,True,voiture_avec_parking,Appartement,ambohimangakely,271.0
False,False,F0,False,interieur,bon,False,False,False,1300000.0,False,1,1.0,False,behoririka,0.0,0.0,False,sans,Appartement,behoririka,95.0
False,False,F0,False,interieur,bon,False,False,False,1300000.0,False,1,1.0,False,behoririka,0.0,0.0,False,sans,Appartement,behoririka,816.0
False,True,F0,False,interieur,bon,True,False,False,1500000.0,False,3,3.0,False,namehana,0.0,0.0,False,voiture_avec_parking,Appartement,namehana,254.0
False,False,F0,True,interieur,bon,False,True,True,6500000.0,False,2,2.0,False,ankorondrano,0.0,0.0,True,voiture_avec_parking,Appartement,ankorondrano,864.0
False,False,F0,True,interieur,bon,False,True,True,6500000.0,False,2,2.0,False,ankorondrano,0.0,0.0,True,voiture_avec_parking,Appartement,ankorondrano,889.0
False,False,F0,False,interieur,bon,False,False,False,1500000.0,False,3,1.0,False,ivandry,0.0,0.0,False,voiture_avec_parking,Appartement,ivandry,139.0
False,False,F0,False,interieur,bon,False,True,False,7500000.0,True,2,2.0,False,androhibe,0.0,0.0,False,voiture_avec_parking,Appartement,androhibe,136.0
False,False,F0,False,interieur,bon,False,True,False,7500000.0,True,2,2.0,False,androhibe,0.0,0.0,False,voiture_avec_parking,Appartement,androhibe,562.0
False,False,F0,False,interieur,bon,False,True,False,7500000.0,True,2,2.0,False,androhibe,0.0,0.0,False,voiture_avec_parking,Appartement,androhibe,875.0
False,True,F6,False,interieur,bon,True,False,False,7000000.0,False,5,2.0,False,ivandry,0.0,0.0,True,voiture_avec_parking,Villa,ivandry,139.0
False,False,F0,True,interieur,bon,False,True,True,4500000.0,True,1,1.0,True,ankorondrano,0.0,0.0,False,voiture_avec_parking,Appartement,ankorondrano,864.0
False,False,F0,True,interieur,bon,False,True,True,4500000.0,True,1,1.0,True,ankorondrano,0.0,0.0,False,voiture_avec_parking,Appartement,ankorondrano,889.0
False,False,F0,True,interieur,bon,False,True,False,3000000.0,True,2,1.0,False,tsimbazaza,0.0,0.0,True,voiture_avec_parking,Appartement,,
False,False,F0,True,interieur,bon,False,True,False,4000000.0,False,3,2.0,False,ivandry,0.0,0.0,True,voiture_avec_parking,Appartement,ivandry,139.0
False,False,F0,True,interieur,bon,False,True,False,1500000.0,False,3,1.0,False,analamahitsy,0.0,0.0,False,voiture_avec_parking,Appartement,analamahitsy,635.0
False,False,F0,True,interieur,bon,False,True,True,6000000.0,False,4,2.0,False,ankorondrano,0.0,0.0,True,voiture_avec_parking,Appartement,ankorondrano,864.0
False,False,F0,True,interieur,bon,False,True,True,6000000.0,False,4,2.0,False,ankorondrano,0.0,0.0,True,voiture_avec_parking,Appartement,ankorondrano,889.0
False,False,F5,False,interieur,bon,True,True,False,3000000.0,False,4,2.0,False,imerimanjaka,0.0,0.0,True,voiture,Villa,imerimanjaka,853.0
False,False,F0,True,interieur,bon,False,True,True,6000000.0,False,3,2.0,False,ivandry,0.0,0.0,True,voiture_avec_parking,Appartement,ivandry,139.0
False,False,F0,True,interieur,bon,False,True,True,4950000.0,True,2,2.0,False,ivandry,0.0,0.0,False,voiture_avec_parking,Appartement,ivandry,139.0
True,False,F4,True,interieur,bon,False,True,False,4000000.0,False,3,2.0,True,ivato,0.0,0.0,True,voiture_avec_parking,Villa,,
False,False,F0,False,interieur,bon,False,True,False,4500000.0,False,3,3.0,False,andranomena,0.0,0.0,True,voiture_avec_parking,Appartement,andranomena,165.0
False,False,F5,True,interieur,bon,False,True,True,15000000.0,True,4,3.0,True,ambatobe,0.0,0.0,True,voiture_avec_parking,Villa,ambatobe,143.0
False,False,F5,True,interieur,bon,False,True,True,15000000.0,True,4,3.0,True,ambatobe,0.0,0.0,True,voiture_avec_parking,Villa,ambatobe,499.0
False,False,F5,True,interieur,bon,False,True,True,15000000.0,True,4,3.0,True,ambatobe,0.0,0.0,True,voiture_avec_parking,Villa,ambatobe,550.0
False,False,F0,False,interieur,bon,False,False,False,1500000.0,False,4,1.0,False,imerimanjaka,0.0,0.0,False,voiture_avec_parking,Appartement,imerimanjaka,853.0
False,False,F4,False,interieur,bon,True,False,False,2000000.0,False,3,1.0,False,andohalo,0.0,0.0,False,voiture_avec_parking,Villa,,
False,True,F6,False,interieur,bon,True,False,False,3000000.0,False,5,2.0,False,antsahabe ankorahotra ankazoto,0.0,0.0,False,voiture_avec_parking,Villa,antsahabe ankorahotra ankazoto,46.0
False,False,F6,False,interieur,bon,False,False,False,1600000.0,True,5,2.0,False,ambohimiandra,0.0,0.0,True,voiture_avec_parking,Appartement,ambohimiandra,554.0
False,False,F0,False,interieur,bon,False,True,False,2400000.0,True,2,1.0,False,ambohitsoa,0.0,0.0,False,voiture_avec_parking,Appartement,ambohitsoa,280.0
False,False,F0,False,interieur,bon,False,True,False,2400000.0,True,2,1.0,False,ambohitsoa,0.0,0.0,False,voiture_avec_parking,Appartement,ambohitsoa,538.0
False,False,F0,False,interieur,bon,False,True,False,2400000.0,True,2,1.0,False,ambohitsoa,0.0,0.0,False,voiture_avec_parking,Appartement,ambohitsoa,820.0
False,False,F4,True,interieur,bon,False,True,True,20000000.0,False,3,3.0,True,ivandry,0.0,4000.0,False,voiture_avec_parking,Villa,ivandry,139.0
False,False,F0,False,interieur,bon,False,True,False,1400000.0,False,2,1.0,False,mahazoarivo,0.0,0.0,True,voiture_avec_parking,Appartement,,
False,False,F0,True,interieur,bon,False,True,True,14000000.0,True,4,4.0,True,ivandry,0.0,0.0,True,voiture_avec_parking,Appartement,ivandry,139.0
False,False,F0,True,interieur,bon,False,True,True,6250000.0,True,1,1.0,True,ivandry,0.0,0.0,True,sans,Appartement,ivandry,139.0
False,False,F0,True,interieur,bon,False,True,True,3600000.0,False,2,1.0,True,ivandry,0.0,0.0,True,voiture_avec_parking,Appartement,ivandry,139.0
False,False,F0,True,interieur,bon,False,True,True,6000000.0,True,3,2.0,False,ivandry,0.0,0.0,True,voiture_avec_parking,Appartement,ivandry,139.0
False,False,F0,False,interieur,bon,False,False,False,1800000.0,True,2,1.0,False,soavimbahoaka,0.0,0.0,True,voiture_avec_parking,Appartement,soavimbahoaka,723.0
False,False,F0,False,interieur,bon,False,False,False,800000.0,False,1,1.0,False,antaninandro,0.0,0.0,True,sans,Appartement,antaninandro,659.0
False,False,F0,False,interieur,bon,False,True,False,2500000.0,False,3,1.0,False,manakambahiny,0.0,0.0,False,voiture_avec_parking,Appartement,,
False,True,F9,False,interieur,bon,False,False,False,4000000.0,False,6,2.0,False,ambatomena,0.0,0.0,False,voiture_avec_parking,Maison,ambatomena,416.0
False,False,F0,False,interieur,bon,False,False,False,1500000.0,False,1,1.0,False,tsarahonenana,0.0,0.0,False,voiture_avec_parking,Appartement,tsarahonenana,158.0
False,False,F0,False,interieur,bon,False,False,False,1500000.0,False,1,1.0,False,tsarahonenana,0.0,0.0,False,voiture_avec_parking,Appartement,tsarahonenana,361.0
False,False,F0,False,interieur,bon,False,False,False,1500000.0,False,1,1.0,False,tsarahonenana,0.0,0.0,False,voiture_avec_parking,Appartement,tsarahonenana,374.0
False,False,F0,False,interieur,bon,False,False,False,1500000.0,False,1,1.0,False,tsarahonenana,0.0,0.0,False,voiture_avec_parking,Appartement,tsarahonenana,512.0
False,False,F0,False,interieur,bon,False,False,False,1500000.0,False,1,1.0,False,tsarahonenana,0.0,0.0,False,voiture_avec_parking,Appartement,tsarahonenana,672.0
False,False,F0,False,interieur,bon,False,False,False,1500000.0,False,1,1.0,False,tsarahonenana,0.0,0.0,False,voiture_avec_parking,Appartement,tsarahonenana,836.0
False,False,F0,True,interieur,bon,False,False,True,4250000.0,True,1,1.0,False,ivandry,0.0,0.0,False,voiture_avec_parking,Appartement,ivandry,139.0
False,False,F4,True,interieur,bon,False,False,False,7000000.0,True,3,3.0,False,masinandriana,0.0,0.0,False,sans,Villa,masinandriana,227.0
False,False,F0,False,interieur,bon,False,False,False,4000000.0,False,2,1.0,False,masinandriana,0.0,0.0,True,sans,Appartement,masinandriana,227.0
False,False,F0,True,interieur,bon,False,False,False,2500000.0,True,1,1.0,True,ivandry,0.0,0.0,True,voiture_avec_parking,Appartement,ivandry,139.0
False,True,F4,False,interieur,bon,False,False,False,2500000.0,False,3,2.0,False,andrefan'ambohijanahary iiig-i,0.0,0.0,True,voiture_avec_parking,Villa,andrefan'ambohijanahary iiig-i,102.0
False,False,F0,False,interieur,bon,False,True,False,2750000.0,False,3,2.0,False,tsimbazaza,0.0,0.0,True,voiture_avec_parking,Appartement,,
False,False,F0,False,interieur,bon,False,False,False,3000000.0,False,0,0.0,False,tsimbazaza,0.0,0.0,False,sans,Appartement,,
True,True,F6,True,interieur,bon,False,False,False,3000000.0,False,5,2.0,False,ambohibao,0.0,0.0,True,voiture_avec_parking,Villa,ambohibao,360.0
True,True,F6,True,interieur,bon,False,False,False,3000000.0,False,5,2.0,False,ambohibao,0.0,0.0,True,voiture_avec_parking,Villa,ambohibao,439.0
True,True,F6,True,interieur,bon,False,False,False,3000000.0,False,5,2.0,False,ambohibao,0.0,0.0,True,voiture_avec_parking,Villa,ambohibao,675.0
True,True,F6,True,interieur,bon,False,False,False,3000000.0,False,5,2.0,False,ambohibao,0.0,0.0,True,voiture_avec_parking,Villa,ambohibao,870.0
False,False,F3,True,interieur,bon,False,False,True,9000000.0,True,2,1.0,False,androhibe,0.0,0.0,True,voiture_avec_parking,Appartement,androhibe,136.0
False,False,F3,True,interieur,bon,False,False,True,9000000.0,True,2,1.0,False,androhibe,0.0,0.0,True,voiture_avec_parking,Appartement,androhibe,562.0
False,False,F3,True,interieur,bon,False,False,True,9000000.0,True,2,1.0,False,androhibe,0.0,0.0,True,voiture_avec_parking,Appartement,androhibe,875.0
False,False,F3,False,interieur,bon,False,False,False,2000000.0,False,2,1.0,False,mahazoarivo,0.0,0.0,True,voiture_avec_parking,Appartement,,
False,False,F4,True,interieur,bon,False,False,False,2250000.0,False,3,2.0,False,ifarihy,0.0,0.0,False,voiture_avec_parking,Appartement,ifarihy,785.0
False,False,F2,True,interieur,bon,False,False,False,1500000.0,False,1,1.0,False,ifarihy,0.0,0.0,False,voiture_avec_parking,Appartement,ifarihy,785.0
False,False,F4,False,interieur,bon,False,False,False,1350000.0,False,3,2.0,False,lalamby sy ny manodidina,0.0,0.0,True,voiture_avec_parking,Appartement,lalamby sy ny manodidina,34.0
False,False,F3,True,interieur,bon,False,False,True,6500000.0,False,2,2.0,False,ankorondrano,0.0,0.0,True,voiture_avec_parking,Appartement,ankorondrano,864.0
False,False,F3,True,interieur,bon,False,False,True,6500000.0,False,2,2.0,False,ankorondrano,0.0,0.0,True,voiture_avec_parking,Appartement,ankorondrano,889.0
False,False,F4,False,interieur,bon,False,False,False,3000000.0,False,3,2.0,False,antanetibe,0.0,0.0,True,voiture_avec_parking,Appartement,antanetibe,234.0
False,False,F4,False,interieur,bon,False,False,False,3000000.0,False,3,2.0,False,antanetibe,0.0,0.0,True,voiture_avec_parking,Appartement,antanetibe,443.0
False,False,F4,False,interieur,bon,False,False,False,3000000.0,False,3,2.0,False,antanetibe,0.0,0.0,True,voiture_avec_parking,Appartement,antanetibe,470.0
False,False,F4,False,interieur,bon,False,False,False,3000000.0,False,3,2.0,False,antanetibe,0.0,0.0,True,voiture_avec_parking,Appartement,antanetibe,590.0
False,False,F4,False,interieur,bon,False,False,False,3000000.0,False,3,2.0,False,antanetibe,0.0,0.0,True,voiture_avec_parking,Appartement,antanetibe,613.0
False,False,F4,False,interieur,bon,False,False,False,3000000.0,False,3,2.0,False,antanetibe,0.0,0.0,True,voiture_avec_parking,Appartement,antanetibe,647.0
False,False,F4,False,interieur,bon,False,False,False,3000000.0,False,3,2.0,False,antanetibe,0.0,0.0,True,voiture_avec_parking,Appartement,antanetibe,690.0
False,False,F4,False,interieur,bon,False,False,False,3000000.0,False,3,2.0,False,antanetibe,0.0,0.0,True,voiture_avec_parking,Appartement,antanetibe,745.0
False,False,F4,True,interieur,bon,False,True,False,3400000.0,False,3,3.0,False,ivato aeroport,0.0,0.0,False,voiture_avec_parking,Villa,ivato aeroport,462.0
False,False,F4,True,interieur,bon,False,True,True,7500000.0,False,3,2.0,True,ivandry,0.0,0.0,True,voiture_avec_parking,Appartement,ivandry,139.0
False,False,F5,True,interieur,bon,True,False,False,7000000.0,False,4,3.0,True,ankadindravola,0.0,0.0,True,voiture_avec_parking,Villa,ankadindravola,461.0
False,False,F5,False,interieur,bon,True,False,False,5000000.0,False,4,2.0,False,ankadindravola,0.0,0.0,False,voiture_avec_parking,Villa,ankadindravola,461.0
False,False,F4,False,interieur,moyen,False,True,False,1100000.0,False,3,1.0,False,lalamby sy ny manodidina,0.0,0.0,False,sans,Appartement,lalamby sy ny manodidina,34.0
False,False,F4,False,interieur,bon,False,True,False,750000.0,False,3,1.0,False,soavimasoandro,0.0,0.0,True,voiture_avec_parking,Appartement,soavimasoandro,135.0
False,False,F2,False,interieur,bon,False,False,False,2000000.0,True,1,1.0,False,antanimena,0.0,0.0,False,sans,Appartement,antanimena,81.0
False,False,F6,False,interieur,moyen,False,False,False,4000000.0,False,5,1.0,False,ambohijanaka,0.0,0.0,False,sans,Villa,ambohijanaka,851.0
False,False,F4,True,interieur,bon,False,False,False,5000000.0,False,3,2.0,False,androhibe,0.0,0.0,False,voiture_avec_parking,Villa,androhibe,136.0
False,False,F4,True,interieur,bon,False,False,False,5000000.0,False,3,2.0,False,androhibe,0.0,0.0,False,voiture_avec_parking,Villa,androhibe,562.0
False,False,F4,True,interieur,bon,False,False,False,5000000.0,False,3,2.0,False,androhibe,0.0,0.0,False,voiture_avec_parking,Villa,androhibe,875.0
False,False,F4,False,interieur,bon,False,False,False,1600000.0,False,3,1.0,False,ambanidia,0.0,0.0,True,voiture_avec_parking,Maison,,
False,False,F3,False,interieur,bon,False,True,False,275000.0,True,2,2.0,False,ambohibao,0.0,0.0,True,voiture_avec_parking,Appartement,ambohibao,360.0
False,False,F3,False,interieur,bon,False,True,False,275000.0,True,2,2.0,False,ambohibao,0.0,0.0,True,voiture_avec_parking,Appartement,ambohibao,439.0
False,False,F3,False,interieur,bon,False,True,False,275000.0,True,2,2.0,False,ambohibao,0.0,0.0,True,voiture_avec_parking,Appartement,ambohibao,675.0
False,False,F3,False,interieur,bon,False,True,False,275000.0,True,2,2.0,False,ambohibao,0.0,0.0,True,voiture_avec_parking,Appartement,ambohibao,870.0
False,False,F2,False,interieur,bon,False,False,False,2000000.0,False,1,1.0,False,antanimena,0.0,0.0,True,sans,Appartement,antanimena,81.0
False,False,F6,False,interieur,bon,True,False,False,4000000.0,False,5,5.0,False,ambohimahatsinjo,0.0,0.0,False,voiture_avec_parking,Villa,ambohimahatsinjo,230.0
False,False,F6,False,interieur,bon,True,False,False,4000000.0,False,5,5.0,False,ambohimahatsinjo,0.0,0.0,False,voiture_avec_parking,Villa,ambohimahatsinjo,390.0
False,False,F0,False,interieur,bon,False,True,False,800000.0,True,1,1.0,False,alasora,0.0,0.0,False,voiture_avec_parking,Appartement,alasora,192.0
False,True,F5,True,interieur,bon,True,False,True,6000000.0,False,4,3.0,False,ambohibao,90.0,0.0,True,voiture_avec_parking,Villa,ambohibao,360.0
False,True,F5,True,interieur,bon,True,False,True,6000000.0,False,4,3.0,False,ambohibao,90.0,0.0,True,voiture_avec_parking,Villa,ambohibao,439.0
False,True,F5,True,interieur,bon,True,False,True,6000000.0,False,4,3.0,False,ambohibao,90.0,0.0,True,voiture_avec_parking,Villa,ambohibao,675.0
False,True,F5,True,interieur,bon,True,False,True,6000000.0,False,4,3.0,False,ambohibao,90.0,0.0,True,voiture_avec_parking,Villa,ambohibao,870.0
False,True,F6,True,interieur,bon,True,False,True,25000000.0,False,5,5.0,False,ivandry,0.0,0.0,False,voiture_avec_parking,Villa,ivandry,139.0
False,False,F3,True,interieur,bon,False,True,False,1300000.0,False,2,1.0,False,ampefiloha,0.0,0.0,True,voiture_avec_parking,Appartement,ampefiloha,612.0
False,False,F3,True,interieur,bon,False,True,False,1300000.0,False,2,1.0,False,ampefiloha,0.0,0.0,True,voiture_avec_parking,Appartement,ampefiloha,728.0
False,False,F3,True,interieur,bon,False,True,False,1300000.0,False,2,1.0,False,ampefiloha,0.0,0.0,True,voiture_avec_parking,Appartement,ampefiloha,799.0
False,False,F3,True,interieur,bon,False,True,False,1300000.0,False,2,1.0,False,ampefiloha,0.0,0.0,True,voiture_avec_parking,Appartement,ampefiloha,834.0
False,False,F4,False,interieur,bon,False,True,False,3500000.0,False,3,1.0,True,ivandry,0.0,0.0,True,voiture_avec_parking,Appartement,ivandry,139.0
False,False,F4,False,interieur,bon,False,True,False,3000000.0,False,3,2.0,False,ambatobe,0.0,0.0,False,voiture_avec_parking,Villa,ambatobe,143.0
False,False,F4,False,interieur,bon,False,True,False,3000000.0,False,3,2.0,False,ambatobe,0.0,0.0,False,voiture_avec_parking,Villa,ambatobe,499.0
False,False,F4,False,interieur,bon,False,True,False,3000000.0,False,3,2.0,False,ambatobe,0.0,0.0,False,voiture_avec_parking,Villa,ambatobe,550.0
False,False,F4,False,interieur,bon,False,False,False,2000000.0,False,3,1.0,False,mahazoarivo,0.0,0.0,False,voiture_avec_parking,Appartement,,
True,False,F4,False,interieur,bon,False,False,False,1600000.0,False,3,1.0,False,mahazoarivo,0.0,0.0,True,voiture_avec_parking,Appartement,,
False,False,F2,False,interieur,bon,False,False,False,2200000.0,True,1,1.0,False,andohalo,0.0,0.0,False,voiture_avec_parking,Appartement,,
False,False,F4,False,interieur,bon,False,False,False,1600000.0,False,3,2.0,False,talatamaty,0.0,0.0,False,voiture_avec_parking,Appartement,talatamaty,434.0
False,False,F3,True,interieur,bon,False,True,False,2500000.0,True,2,1.0,False,ankadifotsy,0.0,0.0,True,voiture_avec_parking,Appartement,ankadifotsy,491.0
False,False,F3,True,interieur,bon,False,True,False,2500000.0,True,2,1.0,False,ankadifotsy,0.0,0.0,True,voiture_avec_parking,Appartement,ankadifotsy,676.0
False,False,F3,False,interieur,bon,False,True,False,2500000.0,False,2,1.0,False,antsakaviro,0.0,0.0,True,voiture_avec_parking,Appartement,,
False,True,F5,False,interieur,bon,False,False,False,3000000.0,False,4,3.0,False,ilafy,0.0,0.0,True,voiture_avec_parking,Villa,ilafy,220.0
False,False,F3,False,interieur,bon,True,False,False,1000000.0,False,2,1.0,False,ambatobe,0.0,0.0,True,voiture_avec_parking,Appartement,ambatobe,143.0
False,False,F3,False,interieur,bon,True,False,False,1000000.0,False,2,1.0,False,ambatobe,0.0,0.0,True,voiture_avec_parking,Appartement,ambatobe,499.0
False,False,F3,False,interieur,bon,True,False,False,1000000.0,False,2,1.0,False,ambatobe,0.0,0.0,True,voiture_avec_parking,Appartement,ambatobe,550.0
