"a_etage","cheminee","classification_f","cuve_eau","douche_wc","etat_general","garage_ferme","gardien_securite","groupe_electrogene","loyer_mensuel","meuble","nombre_chambres","nombre_salles_eau","piscine","quartier","superficie","surface_terrain","terrasse_balcon","type_d_acces","type_logement"
"False","False","F4","False","interieur","bon","False","False","False","2600000","False","3","1","False","Ankorondrano","0","0","False","voiture_avec_parking","Maison"
"False","False","F2","True","interieur","bon","False","True","False","1200000","True","1","1","False","Ankadikely","0","0","True","voiture_avec_parking","Appartement"
"False","False","F0","False","interieur","bon","False","False","False","750000","True","1","1","False","Ambatoroka","0","0","False","sans","Studio"
"False","True","F4","False","interieur","bon","False","False","False","5500000","False","3","1","False","Isoraka","0","0","False","voiture_avec_parking","Appartement"
"False","False","F6","True","interieur","bon","True","True","False","2000000","False","5","2","False","Ambohimahitsy","0","0","True","voiture_avec_parking","Villa"
"False","False","F4","False","interieur","bon","False","True","False","2000000","True","3","2","False","Alasora","0","0","False","voiture_avec_parking","Appartement"
"False","False","F2","False","interieur","bon","False","True","False","1700000","False","1","1","False","Ampefiloha","0","0","True","voiture_avec_parking","Appartement"
"False","False","F3","False","interieur","bon","False","False","False","1000000","True","2","1","False","Antaninandro","0","0","True","sans","Appartement"
"False","True","F4","False","interieur","bon","True","False","False","1500000","False","2","1","False","Ampandrana","0","0","True","voiture_avec_parking","Appartement"
"False","True","F5","False","interieur","bon","False","True","False","3000000","False","4","3","False","Tanjombato Iraitsimivaky","0","0","False","voiture_avec_parking","Villa"
"False","False","F4","False","interieur","bon","False","False","False","1000000","False","2","1","False","Mandroseza Afovoany Mandroseza","0","0","False","sans","Appartement"
"False","False","F3","True","interieur","bon","False","False","False","300000","True","2","1","False","Ambohibao","0","0","True","voiture_avec_parking","Appartement"
"False","False","F3","False","interieur","bon","False","False","False","250000","True","2","1","False","Tsimialonjafy","0","0","False","voiture_avec_parking","Appartement"
"False","False","F0","True","interieur","bon","False","False","False","260000","True","1","1","False","Tsimialonjafy","0","0","True","voiture_avec_parking","Studio"
"False","False","F5","False","interieur","bon","False","False","True","625000","True","4","2","True","Andohanimandroseza Ambohibat","0","0","True","voiture_avec_parking","Villa"
"False","False","F3","True","interieur","bon","False","True","True","3000000","False","2","1","False","Andraharo","0","0","False","sans","Appartement"
"True","False","F5","True","interieur","bon","False","True","False","5000000","False","4","2","False","Ilaivola","0","0","True","voiture_avec_parking","Villa"
"False","False","F2","True","interieur","bon","False","False","True","2000000","False","1","1","False","Andohalo","0","0","True","voiture_avec_parking","Appartement"
"False","False","F0","False","interieur","bon","False","True","False","11000000","True","0","0","True","Ambohibao","0","0","True","voiture_avec_parking","Appartement"
"False","False","F0","False","interieur","bon","False","False","False","10000000","False","0","0","False","Ivandry","0","0","False","sans","Appartement"
"False","False","F8","False","interieur","bon","False","False","False","10000000","False","7","4","True","Andohanimandroseza Ambohibat","0","0","True","voiture_avec_parking","Villa"
"False","False","F3","True","interieur","bon","False","True","True","2500000","False","2","2","False","Antanimora Ampasanimalo","0","0","True","voiture_avec_parking","Appartement"
"False","False","F4","False","interieur","bon","False","True","False","3550000","False","3","2","False","Androhibe","0","0","False","voiture_avec_parking","Villa"
"False","False","F4","False","interieur","bon","False","True","False","2750000","False","3","2","False","Ivandry","0","0","False","voiture_avec_parking","Maison"
"False","False","F6","False","interieur","bon","False","True","False","5000000","False","5","2","False","Mandroseza Afovoany Mandroseza","0","0","True","voiture_avec_parking","Villa"
"False","False","F2","True","interieur","bon","False","True","False","2500000","True","1","1","False","Ambatobe","0","0","False","voiture_avec_parking","Appartement"
"False","False","F6","False","interieur","bon","True","True","False","2500000","False","5","3","False","Ambohimangakely","0","0","True","voiture_avec_parking","Villa"
"False","False","F4","False","interieur","bon","False","True","False","2750000","False","3","2","False","Ambatobe","0","0","True","voiture_avec_parking","Appartement"
"False","True","F2","True","interieur","bon","False","False","False","1200000","False","1","1","False","Manakambahiny Ankerakely Ambat","0","0","True","voiture_avec_parking","Appartement"
"False","False","F3","False","interieur","bon","False","True","False","2600000","False","2","2","False","Ampandrana","0","0","True","voiture_avec_parking","Appartement"
"False","True","F4","False","interieur","bon","False","True","False","7500000","False","3","2","False","Ivandry","0","0","False","voiture_avec_parking","Villa"
"False","False","F4","True","interieur","bon","True","True","True","7000000","False","3","3","True","Ivandry","0","0","True","voiture_avec_parking","Appartement"
"False","False","F5","False","interieur","bon","False","True","True","5750000","False","4","3","False","Tanjombato Iraitsimivaky","0","0","True","voiture_avec_parking","Villa"
"False","False","F0","False","interieur","bon","False","False","False","1500000","False","0","0","False","Nanisana Iadiambola","0","0","False","sans","Appartement"
"False","False","F4","False","interieur","bon","False","False","False","5000000","False","3","2","False","Soavimbahoaka","0","0","True","voiture_avec_parking","Villa"
"False","False","F4","True","interieur","bon","False","True","True","9750000","False","3","2","True","Analamahitsy","0","0","False","voiture_avec_parking","Villa"
"False","False","F4","True","interieur","bon","False","True","False","1000000","False","3","1","False","Mahalavolona","0","0","False","voiture_avec_parking","Villa"
"False","False","F5","True","interieur","bon","False","True","True","11000000","False","4","2","True","Ambatobe","0","0","True","voiture_avec_parking","Villa"
"True","False","F7","False","interieur","bon","False","False","False","5000000","False","6","4","False","Analamahitsy Tanana","0","0","True","voiture","Villa"
"False","False","F5","False","interieur","bon","False","True","True","5000000","True","4","2","False","Alasora","0","0","True","voiture_avec_parking","Villa"
"False","True","F4","False","interieur","bon","False","False","False","2000000","False","3","2","False","Ambohimangakely","0","0","False","voiture_avec_parking","Villa"
"False","False","F3","False","interieur","bon","False","False","False","1100000","False","2","1","False","Ambohitrarahaba","0","0","True","voiture_avec_parking","Appartement"
"False","False","F2","True","interieur","bon","False","False","False","2000000","True","1","1","False","Ambatobe","0","0","False","voiture_avec_parking","Appartement"
"False","False","F4","True","interieur","bon","False","True","False","3000000","False","3","1","False","Ivandry","0","0","True","voiture_avec_parking","Appartement"
"False","False","F3","False","interieur","bon","False","True","False","1300000","False","2","1","False","Antsakaviro Ambodirotra","0","0","True","voiture_avec_parking","Appartement"
"False","False","F3","False","interieur","bon","False","False","False","800000","False","2","1","False","Mahabo","0","0","True","voiture_avec_parking","Appartement"
"False","False","F6","True","interieur","bon","False","False","False","9260000","False","5","3","True","Soavina","0","0","True","voiture_avec_parking","Villa"
"False","False","F5","False","interieur","bon","False","False","False","4000000","False","4","3","False","Alasora","0","0","False","voiture_avec_parking","Appartement"
"False","False","F3","False","interieur","bon","False","False","False","2500000","False","2","1","False","Alasora","0","0","False","voiture_avec_parking","Appartement"
"False","False","F3","False","interieur","bon","False","False","False","1300000","True","2","1","False","Ankorondrano","0","0","False","voiture_avec_parking","Appartement"
"False","True","F4","False","interieur","bon","True","False","False","5000000","False","3","2","False","Ivato Aeroport","0","0","False","voiture_avec_parking","Villa"
"False","False","F5","False","interieur","bon","True","True","False","4000000","False","4","2","False","Ivandry","0","0","True","voiture_avec_parking","Villa"
"False","True","F6","True","interieur","bon","False","False","False","5000000","False","5","2","False","Ampefiloha Ankeniheny","0","0","True","voiture","Villa"
"False","False","F2","False","interieur","bon","False","False","False","3300000","True","1","1","False","Amparibe Ambohidahy Mahamasina","0","0","False","sans","Appartement"
"False","False","F4","True","interieur","bon","False","False","True","8000000","True","3","2","True","Androhibe","0","0","False","voiture_avec_parking","Appartement"
"False","True","F5","False","interieur","bon","False","False","False","7000000","False","4","3","False","Analamahitsy Tanana","0","0","True","voiture_avec_parking","Villa"
"False","False","F4","False","interieur","bon","False","True","False","7500000","True","3","2","True","Ankorondrano","0","0","True","voiture_avec_parking","Appartement"
"False","False","F3","False","interieur","bon","False","False","False","1200000","False","2","1","False","Mahavoky","0","0","False","voiture_avec_parking","Maison"
"True","False","F4","False","interieur","bon","True","False","False","4000000","False","3","2","False","Ambatobe","0","0","False","voiture_avec_parking","Villa"
"False","False","F7","True","interieur","bon","False","False","False","9000000","True","6","4","True","Ambohijanahary","0","0","True","voiture","Villa"
"False","False","F5","True","interieur","bon","False","False","True","3000000","False","4","4","True","Talatamaty","0","0","False","voiture_avec_parking","Appartement"
"False","False","F5","False","interieur","bon","False","True","False","3500000","False","4","2","False","Manazary","0","0","True","voiture_avec_parking","Villa"
"False","False","F4","False","interieur","bon","False","False","False","1000000","False","3","1","False","Besarety","0","0","True","moto","Appartement"
"False","False","F6","False","interieur","bon","False","True","False","4000000","False","0","0","False","Ambatoroka","0","0","False","sans","Villa"
"False","False","F3","False","interieur","bon","False","False","False","3600000","False","0","0","False","Isoraka","0","0","False","sans","Appartement"
"False","False","F3","False","interieur","bon","False","False","False","800000","False","0","0","False","Andoharanofotsy","0","0","False","sans","Appartement"
"False","False","F4","False","interieur","bon","False","True","False","3000000","False","0","0","False","Analamahitsy","0","0","False","sans","Appartement"
"False","False","F3","False","interieur","bon","False","False","False","1400000","True","2","2","False","Iavoloha","0","0","False","voiture_avec_parking","Villa"
"False","False","F3","True","interieur","bon","False","True","False","3500000","True","2","1","True","Ivandry","0","0","False","voiture_avec_parking","Appartement"
"False","False","F4","False","interieur","bon","False","False","False","1800000","False","0","0","False","Ambohibao","0","0","False","sans","Appartement"
"False","False","F2","True","interieur","bon","False","False","False","1500000","False","1","1","False","Ambatobe","0","0","False","voiture_avec_parking","Appartement"
"False","True","F6","True","interieur","bon","False","False","False","7500000","False","5","3","True","Soavina","0","0","True","voiture_avec_parking","Villa"
"False","False","F3","False","interieur","bon","False","False","False","1300000","True","2","1","False","Ambatoroka","0","0","False","voiture_avec_parking","Appartement"
"False","False","F5","False","interieur","bon","False","False","False","2200000","False","0","0","False","Ambohibao","0","0","False","sans","Villa"
"False","False","F4","True","interieur","bon","False","False","False","2500000","False","3","1","False","Mahazoarivo","0","0","True","voiture_avec_parking","Appartement"
"False","False","F0","False","interieur","bon","False","False","False","1500000","True","1","1","False","Mahazoarivo","0","0","True","voiture_avec_parking","Appartement"
"False","False","F0","False","interieur","bon","False","True","False","3000000","True","3","2","False","Ambanidia","0","0","False","voiture_avec_parking","Appartement"
"False","False","F2","False","interieur","bon","True","True","False","1500000","True","1","1","False","Mahamasina","0","0","False","voiture_avec_parking","Appartement"
"False","False","F5","False","interieur","bon","False","True","False","2000000","False","4","2","False","Ambohimangakely","0","0","True","voiture_avec_parking","Appartement"
"False","True","F5","True","interieur","bon","False","True","False","3000000","False","4","2","False","Androhibe","0","0","True","voiture_avec_parking","Villa"
"False","False","F4","False","interieur","bon","False","False","False","1700000","True","3","1","False","Ambatoroka","0","0","False","voiture_avec_parking","Appartement"
"False","False","F3","True","interieur","bon","False","False","False","3400000","False","2","1","False","Alarobia","0","0","True","voiture_avec_parking","Appartement"
"False","True","F4","False","interieur","bon","False","False","False","2500000","False","3","1","False","Analakely","0","0","False","sans","Appartement"
"False","False","F3","False","interieur","bon","False","False","False","5000000","False","2","2","False","Ambatobe","0","0","False","voiture_avec_parking","Appartement"
"False","True","F3","False","interieur","bon","False","False","False","2000000","False","2","1","False","Ankadivato","0","0","True","sans","Appartement"
"False","False","F2","False","interieur","bon","False","True","True","4000000","True","1","1","True","Ivandry","0","0","True","voiture_avec_parking","Appartement"
"False","False","F3","False","interieur","bon","False","False","False","2500000","False","2","1","False","Andrainarivo","0","0","True","voiture_avec_parking","Appartement"
"True","False","F3","False","interieur","bon","True","True","False","3000000","False","2","1","False","Analamahitsy","0","0","True","voiture_avec_parking","Villa"
"False","False","F4","False","interieur","bon","False","False","False","4000000","False","3","2","False","Nanisana","0","0","True","voiture_avec_parking","Appartement"
"False","False","F5","False","interieur","bon","False","False","False","3500000","False","4","2","False","Antsampandrano","0","0","False","voiture_avec_parking","Villa"
"False","False","F4","False","interieur","bon","False","False","False","5000000","False","3","2","False","Betongolo","0","0","True","voiture_avec_parking","Villa"
"False","False","F4","False","interieur","bon","False","False","False","1500000","False","3","1","False","Faravohitra","0","0","False","sans","Maison"
"True","False","F0","False","interieur","bon","False","False","True","250000","True","1","1","False","Ivandry","0","0","False","voiture_avec_parking","Appartement"
"False","False","F4","False","interieur","bon","False","False","False","1400000","False","3","1","False","Ambatoroka","0","0","False","voiture_avec_parking","Appartement"
"False","False","F3","False","interieur","bon","False","False","False","6000000","True","2","2","False","Faravohitra","0","0","False","voiture_avec_parking","Appartement"
"False","True","F2","False","interieur","bon","False","False","False","2000000","False","1","1","False","Andranovelona","0","0","False","voiture_avec_parking","Maison"
"False","False","F0","True","interieur","bon","False","False","True","1800000","True","0","1","False","Ivandry","0","0","False","voiture_avec_parking","Appartement"
"False","False","F4","False","interieur","bon","False","True","False","3000000","False","3","2","False","Tsimialonjafy","0","0","False","voiture_avec_parking","Appartement"
"False","False","F5","True","interieur","bon","False","False","False","3500000","False","4","2","False","Ivato Aeroport","0","0","True","voiture_avec_parking","Villa"
"False","False","F4","False","interieur","bon","False","True","False","10000000","False","3","2","False","Analamahitsy","0","0","True","voiture_avec_parking","Villa"
"False","False","F4","False","interieur","bon","False","False","False","1400000","False","3","1","False","Ambatoroka","0","0","False","voiture_avec_parking","Appartement"
"False","False","F2","False","interieur","bon","False","False","False","3000000","True","1","1","False","Androhibe","0","0","False","voiture_avec_parking","Appartement"
"False","True","F4","False","interieur","bon","False","False","False","4000000","False","3","2","False","Ivandry","0","0","True","voiture_avec_parking","Appartement"
"True","True","F4","False","interieur","bon","False","False","False","4000000","True","3","2","False","Soamanandrariny","0","0","True","voiture_avec_parking","Villa"
"False","False","F4","True","interieur","bon","False","True","False","4950000","False","3","3","False","Ivandry","0","0","False","voiture_avec_parking","Appartement"
"False","False","F2","False","interieur","bon","False","True","False","2000000","False","1","1","False","Ambatobe","0","0","True","voiture_avec_parking","Appartement"
"False","False","F3","False","interieur","bon","False","False","False","2500000","False","2","1","False","Ankadivato","0","0","True","voiture_avec_parking","Appartement"
"False","False","F4","True","interieur","bon","False","True","True","16000000","True","3","2","True","Ivandry","0","0","True","voiture_avec_parking","Appartement"
"False","False","F4","False","interieur","bon","False","True","True","9000000","True","3","3","False","Ankorondrano","0","0","True","voiture_avec_parking","Appartement"
"False","False","F3","False","interieur","bon","False","True","False","2950000","False","2","1","False","Ivandry","0","0","False","voiture_avec_parking","Appartement"
"False","False","F5","False","interieur","bon","False","True","False","11000000","False","4","3","False","Androhibe","0","0","True","voiture_avec_parking","Villa"
"False","False","F3","False","interieur","bon","False","True","False","3500000","False","2","1","False","Ambatobe","0","0","True","voiture_avec_parking","Appartement"
"False","False","F4","False","interieur","bon","False","False","False","1500000","False","3","1","False","Analamahitsy","0","0","True","voiture_avec_parking","Villa"
"False","True","F6","True","interieur","bon","True","False","True","12500000","False","5","3","True","Androhibe","0","0","True","voiture_avec_parking","Villa"
"False","False","F3","True","interieur","bon","False","False","False","1000000","False","2","1","False","Anjanahary","0","0","True","voiture_avec_parking","Appartement"
"False","False","F3","True","interieur","bon","False","True","False","1150000","False","2","1","False","Ambodifilao","0","0","True","voiture_avec_parking","Appartement"
"False","False","F3","False","interieur","bon","True","True","False","2000000","False","2","1","False","Ankadifotsy","0","0","False","voiture_avec_parking","Appartement"
"False","False","F3","False","interieur","bon","True","False","False","1800000","False","2","2","False","Soavimbahoaka","0","0","True","voiture_avec_parking","Appartement"
"False","False","F3","False","interieur","bon","False","True","False","5000000","False","2","1","True","Androhibe","0","0","False","voiture_avec_parking","Appartement"
"False","False","F4","True","interieur","bon","False","False","False","1300000","False","3","1","False","Ambohibao","0","0","False","voiture_avec_parking","Appartement"
"False","False","F3","False","interieur","bon","False","False","False","1200000","True","2","1","False","Ambatoroka","0","0","False","voiture_avec_parking","Appartement"
"False","False","F3","False","interieur","bon","False","True","False","3000000","False","2","1","False","Ampangabe","0","0","True","voiture_avec_parking","Appartement"
"False","True","F5","True","interieur","bon","False","True","False","8500000","True","4","2","False","Tanjombato Iraitsimivaky","0","0","True","voiture_avec_parking","Villa"
"False","False","F4","False","interieur","bon","False","False","False","5000000","False","3","3","False","Ambohitrarahaba","0","0","False","voiture_avec_parking","Villa"
"False","False","F4","False","interieur","bon","False","False","False","2600000","True","3","2","False","Ampandrana","0","0","False","voiture_avec_parking","Appartement"
"False","False","F5","True","interieur","bon","False","False","True","11500000","False","4","3","True","Androhibe","0","0","True","voiture_avec_parking","Villa"
"False","True","F6","True","interieur","bon","True","False","True","15000000","False","5","3","True","Ambatobe","0","0","False","voiture_avec_parking","Villa"
"False","False","F3","False","interieur","bon","False","True","False","1500000","True","2","1","False","Manakambahiny","0","0","True","voiture_avec_parking","Appartement"
"False","False","F3","True","interieur","bon","False","False","False","6000000","True","2","2","True","Ambatobe","0","0","False","voiture_avec_parking","Villa"
"False","False","F2","False","interieur","bon","False","True","True","6000000","True","1","1","True","Ivandry","0","0","True","voiture_avec_parking","Appartement"
"False","False","F5","True","interieur","bon","False","False","True","7000000","False","4","2","False","Ambohitrarahaba","0","0","True","voiture_avec_parking","Villa"
"False","False","F4","False","interieur","bon","False","False","False","2000000","True","3","1","False","Ambatoroka","0","0","False","voiture_avec_parking","Appartement"
"False","True","F4","True","interieur","bon","False","False","False","3000000","False","3","2","False","Behoririka","0","0","True","voiture_avec_parking","Appartement"
"False","False","F3","False","interieur","bon","False","False","False","2000000","True","2","1","False","Ambolokandrina","0","0","True","voiture_avec_parking","Appartement"
"False","True","F6","True","interieur","bon","True","False","False","14000000","False","5","3","True","Ambatobe","0","0","False","voiture_avec_parking","Villa"
"False","False","F3","False","interieur","bon","True","True","False","3000000","False","2","1","True","Ambatobe","0","0","True","voiture_avec_parking","Appartement"
"False","False","F3","True","interieur","bon","False","True","True","4500000","True","2","2","True","Ambatobe","0","0","True","voiture_avec_parking","Appartement"
"False","False","F3","True","interieur","bon","False","True","True","5000000","True","2","1","True","Ambatobe","0","0","True","voiture_avec_parking","Appartement"
"True","True","F3","True","interieur","bon","False","False","False","1000000","False","2","1","False","Manjakaray IIc","0","0","True","voiture_avec_parking","Appartement"
"False","False","F2","False","interieur","bon","False","False","False","2200000","True","1","1","False","Behoririka","0","0","False","voiture_avec_parking","Appartement"
"False","False","F3","False","interieur","bon","False","False","False","1500000","False","2","1","False","Androndrakely","0","0","False","voiture_avec_parking","Appartement"
"False","False","F5","False","interieur","bon","True","False","False","1200000","False","4","2","False","Itaosy","0","0","True","voiture_avec_parking","Villa"
"False","False","F4","False","interieur","bon","False","False","False","15000000","False","3","3","False","Ankorondrano","0","0","True","voiture_avec_parking","Villa"
"False","False","F5","False","interieur","bon","False","False","False","12500000","False","4","3","False","Ivandry","0","0","True","voiture_avec_parking","Villa"
"True","False","F7","True","interieur","bon","False","True","True","24000000","False","6","3","True","Ankorondrano","0","0","True","voiture_avec_parking","Villa"
"False","False","F5","False","interieur","bon","False","False","False","11250000","True","4","4","True","Ambohimangakely","0","0","True","voiture_avec_parking","Villa"
"False","False","F3","False","interieur","bon","False","True","False","4000000","True","2","1","False","Androhibe","0","0","True","voiture_avec_parking","Appartement"
"False","False","F4","False","interieur","bon","False","False","False","5000000","True","3","3","False","Ankorondrano","0","0","True","voiture_avec_parking","Appartement"
"False","False","F4","False","interieur","bon","True","False","False","3000000","False","3","1","False","Ampangabe","0","0","False","voiture_avec_parking","Villa"
"False","False","F4","False","interieur","bon","False","True","False","3000000","False","3","1","False","Ivato Aeroport","0","0","False","voiture_avec_parking","Villa"
"False","False","F4","False","interieur","bon","False","True","False","10000000","False","3","2","False","Ambatobe","0","0","False","voiture_avec_parking","Villa"
"False","False","F3","False","interieur","bon","False","True","False","6250000","False","2","2","False","Ambatonakanga","0","0","False","voiture_avec_parking","Appartement"
"True","False","F4","True","interieur","bon","False","True","True","4750000","True","3","3","True","Alasora","0","0","False","voiture_avec_parking","Villa"
"False","False","F3","False","interieur","bon","False","False","False","1000000","False","2","1","False","Ambohimiandra","0","0","False","voiture_avec_parking","Appartement"
"False","False","F3","False","interieur","bon","False","False","False","3250000","True","2","2","False","Ankorondrano","0","0","False","voiture_avec_parking","Appartement"
"False","False","F4","False","interieur","bon","True","True","False","3800000","True","3","2","False","Ambohitrarahaba","0","0","True","voiture_avec_parking","Villa"
"False","False","F4","False","interieur","bon","False","False","False","1900000","False","3","1","False","Ambohitrarahaba","0","0","False","voiture_avec_parking","Appartement"
"False","False","F3","False","interieur","bon","False","False","False","1000000","False","2","1","False","Talatamaty","0","0","True","voiture_avec_parking","Appartement"
"False","False","F2","False","interieur","bon","False","False","False","600000","False","1","1","False","Ivato Aeroport","0","0","False","sans","Appartement"
"False","False","F4","True","interieur","bon","False","False","False","2500000","False","3","1","False","Ambohibao","0","0","True","voiture_avec_parking","Villa"
"False","False","F0","False","interieur","bon","False","True","False","1200000","True","1","1","False","Ankerana","0","0","False","sans","Appartement"
"False","False","F2","False","interieur","bon","False","False","False","2000000","False","1","1","True","Soavimasoandro","0","0","False","voiture_avec_parking","Appartement"
"False","False","F2","True","interieur","bon","True","False","False","3000000","True","1","1","False","Androhibe","0","0","True","voiture_avec_parking","Appartement"
"False","False","F4","False","interieur","bon","False","False","False","1350000","False","3","1","False","Talatamaty","0","0","False","voiture_avec_parking","Appartement"
"True","False","F2","False","interieur","bon","False","False","False","1800000","False","1","1","False","Soarano","0","0","False","sans","Appartement"
"False","False","F3","False","interieur","bon","False","True","False","1800000","True","2","1","False","Ambolokandrina","0","0","True","voiture_avec_parking","Appartement"
"False","False","F4","False","interieur","bon","False","False","False","2600000","False","3","1","False","Analamahitsy Cite","0","0","False","voiture","Villa"
"True","False","F4","False","interieur","bon","False","False","False","16000000","False","3","2","False","Ivandry","0","0","True","voiture_avec_parking","Appartement"
"False","False","F6","False","interieur","bon","True","False","True","8000000","True","4","2","True","Ambatobe","0","0","False","voiture_avec_parking","Villa"
"False","False","F3","False","interieur","bon","False","False","False","1600000","False","2","1","False","Soarano","0","0","True","voiture_avec_parking","Appartement"
"False","True","F6","False","interieur","bon","False","False","False","6000000","False","5","3","False","Androhibe","0","0","True","voiture","Villa"
"False","False","F4","False","interieur","bon","False","False","False","15000000","True","3","2","False","Androhibe","0","0","True","sans","Appartement"
"False","False","F3","True","interieur","bon","False","True","False","4165000","False","2","2","True","Anosizato Atsinanana I","0","0","True","voiture_avec_parking","Appartement"
"False","False","F3","False","interieur","bon","False","True","False","800000","False","2","1","False","Ambatobe","0","0","False","moto","Appartement"
"False","False","F3","False","interieur","bon","False","True","False","1550000","False","2","1","False","Anosizato Atsinanana I","0","0","True","voiture_avec_parking","Appartement"
"False","False","F3","False","interieur","bon","False","True","True","4000000","True","2","1","False","Ivandry","0","0","True","voiture_avec_parking","Appartement"
"False","False","F4","False","interieur","bon","True","False","False","2800000","False","3","2","False","Ambatoroka","0","0","True","voiture_avec_parking","Appartement"
"False","False","F2","False","interieur","bon","False","False","False","450000","False","1","1","False","Ampahibe","0","0","False","sans","Appartement"
"False","True","F6","False","interieur","bon","True","False","False","6000000","False","5","3","True","Talatamaty","0","0","True","voiture_avec_parking","Villa"
"False","False","F4","False","interieur","bon","False","False","False","4500000","False","3","2","False","Ivandry","0","0","True","voiture_avec_parking","Appartement"
"False","False","F4","False","interieur","bon","False","False","False","1600000","False","3","2","False","Ambohibao","0","0","False","voiture_avec_parking","Appartement"
"False","False","F4","True","interieur","bon","False","False","True","6250000","False","3","1","True","Alarobia Amboniloha","0","0","True","voiture_avec_parking","Villa"
"False","False","F4","False","interieur","bon","False","True","False","3500000","True","3","1","False","Antsakaviro","0","0","True","voiture_avec_parking","Appartement"
"False","False","F4","False","interieur","bon","False","False","False","2000000","False","3","1","True","Ambohimangakely","0","0","False","voiture_avec_parking","Villa"
"False","False","F3","True","interieur","bon","False","True","False","2500000","False","2","2","True","Ambatobe","0","0","True","voiture_avec_parking","Appartement"
"True","True","F0","False","interieur","bon","True","True","False","8500000","False","4","4","False","Ambohipotsy Ambohimitsimbina A","500","3000","True","voiture_avec_parking","Villa"
"True","False","F0","False","interieur","bon","True","False","False","4500000","True","3","4","False","Mandrosoa Ivato","1000","0","True","voiture_avec_parking","Villa"
"True","False","F0","False","interieur","bon","True","False","False","5000000","False","4","2","False","Ambatoroka","450","200","False","voiture_avec_parking","Villa"
"True","False","F0","False","interieur","bon","False","False","False","3000000","False","4","4","False","Ambohibao","250","0","True","voiture_avec_parking","Villa"
"True","False","F0","False","interieur","bon","False","False","False","5000000","False","3","4","False","Ambohibao","180","0","True","voiture_avec_parking","Villa"
"False","False","F0","False","interieur","bon","False","False","False","2300000","False","3","1","False","Ambatobe","300","150","False","voiture_avec_parking","Villa"
"False","True","F0","False","interieur","bon","False","False","False","2500000","False","3","1","False","Ambatobe","200","100","False","voiture_avec_parking","Villa"
"False","True","F0","False","interieur","bon","False","False","False","3500000","True","2","2","False","Analamahitsy","250","200","True","voiture_avec_parking","Villa"
"True","True","F0","False","interieur","bon","True","False","False","4000000","True","6","5","False","Ambohitrarahaba","500","0","True","voiture_avec_parking","Villa"
"True","True","F0","False","interieur","bon","False","False","False","4400000","False","4","3","False","Ambatobe","0","0","False","voiture_avec_parking","Villa"
"False","False","F0","False","interieur","bon","True","False","False","2250000","True","3","2","False","Soavimbahoaka","62","0","True","voiture_avec_parking","Appartement"
"False","False","F3","False","interieur","bon","False","True","False","1800000","True","2","1","True","Manjakamiadana Antsahondra AMB","90","0","True","voiture_avec_parking","Appartement"
"False","False","F0","False","interieur","bon","False","True","False","1100000","True","0","1","True","Manjakamiadana Antsahondra AMB","35","0","False","voiture_avec_parking","Appartement"
"False","False","F3","False","interieur","bon","False","True","False","3250000","True","2","1","True","Manjakamiadana Antsahondra AMB","90","0","True","voiture_avec_parking","Appartement"
"True","False","F3","False","interieur","bon","False","True","False","3250000","True","2","1","False","Manjakamiadana Antsahondra AMB","90","0","True","voiture_avec_parking","Appartement"
"True","True","F0","False","interieur","bon","False","False","False","3000000","False","4","2","False","Ivandry","180","0","False","voiture_avec_parking","Villa"
"True","True","F0","False","interieur","bon","True","False","False","3000000","False","4","2","False","Ivandry","250","0","False","voiture_avec_parking","Villa"
"False","False","F0","False","interieur","bon","False","False","False","7500000","False","4","1","False","Ambatobe","700","535","True","voiture_avec_parking","Villa"
"False","True","F0","False","interieur","bon","True","False","False","10000000","False","4","2","True","Ambatobe","450","200","True","voiture_avec_parking","Villa"
"True","False","F3","False","interieur","bon","False","True","False","2750000","False","2","1","True","Manjakamiadana Antsahondra AMB","90","0","True","voiture_avec_parking","Appartement"
"True","False","F4","False","interieur","bon","True","False","False","3500000","False","3","2","False","Ampahibe","115","0","True","voiture_avec_parking","Appartement"
"True","False","F4","False","interieur","bon","True","False","False","4000000","False","3","2","False","Ampahibe","145","0","True","voiture_avec_parking","Appartement"
"True","False","F3","False","interieur","bon","False","False","False","6250000","True","2","1","False","Analamahitsy","75","0","True","voiture_avec_parking","Appartement"
"True","False","F4","False","interieur","bon","False","False","False","6000000","True","3","2","False","Analamahitsy","100","0","True","voiture_avec_parking","Appartement"
"False","True","F0","False","interieur","bon","False","False","False","5500000","False","5","2","True","Antsahabe Ankorahotra Ankazoto","300","1000","True","voiture_avec_parking","Villa"
"True","True","F0","False","interieur","bon","False","False","False","4000000","False","4","3","False","Manjakamiadana Antsahondra AMB","350","100","True","voiture","Villa"
"True","True","F0","False","interieur","bon","True","False","False","7500000","False","4","2","False","Ampandrana Ankadivato","300","300","True","voiture","Villa"
"True","True","F0","False","interieur","bon","True","False","False","3000000","False","6","2","False","Ambohipotsy Ambohimitsimbina A","250","0","True","voiture","Villa"
"False","True","F0","False","interieur","bon","True","False","False","3000000","False","3","2","False","Tsimialonjafy","350","100","False","voiture_avec_parking","Villa"
"False","False","F3","False","interieur","bon","False","False","False","3000000","False","2","2","False","Mahazoarivo Ambohidraserika","90","0","True","voiture_avec_parking","Appartement"
"True","False","F0","False","interieur","bon","False","False","False","1800000","False","3","2","False","Andoharanofotsy","110","0","False","voiture","Maison"
