"a_etage","cheminee","classification_f","cuve_eau","douche_wc","etat_general","garage_ferme","gardien_securite","groupe_electrogene","loyer_mensuel","meuble","nombre_chambres","nombre_salles_eau","piscine","quartier","superficie","surface_terrain","terrasse_balcon","type_d_acces","type_logement"
"False","False","F0","False","interieur","bon","False","True","False","7500000","True","2","2","False","Androhibe","0","0","False","voiture_avec_parking","Appartement"
"False","True","F6","False","interieur","bon","True","False","False","7000000","False","5","2","False","Ivandry","0","0","True","voiture_avec_parking","Villa"
"False","False","F0","True","interieur","bon","False","True","True","4500000","True","1","1","True","Ankorondrano","0","0","False","voiture_avec_parking","Appartement"
"False","False","F0","True","interieur","bon","False","True","False","3000000","True","2","1","False","Tsimbazaza","0","0","True","voiture_avec_parking","Appartement"
"False","False","F0","True","interieur","bon","False","True","False","4000000","False","3","2","False","Ivandry","0","0","True","voiture_avec_parking","Appartement"
"False","False","F0","True","interieur","bon","False","True","False","1500000","False","3","1","False","Analamahitsy","0","0","False","voiture_avec_parking","Appartement"
"False","False","F0","True","interieur","bon","False","True","True","6000000","False","4","2","False","Ankorondrano","0","0","True","voiture_avec_parking","Appartement"
"False","False","F5","False","interieur","bon","True","True","False","3000000","False","4","2","False","Imerimanjaka","0","0","True","voiture","Villa"
"False","False","F0","True","interieur","bon","False","True","True","6000000","False","3","2","False","Ivandry","0","0","True","voiture_avec_parking","Appartement"
"False","False","F0","True","interieur","bon","False","True","True","4950000","True","2","2","False","Ivandry","0","0","False","voiture_avec_parking","Appartement"
"True","False","F4","True","interieur","bon","False","True","False","4000000","False","3","2","True","Ivato","0","0","True","voiture_avec_parking","Villa"
"False","False","F0","False","interieur","bon","False","True","False","4500000","False","3","3","False","Andranomena","0","0","True","voiture_avec_parking","Appartement"
"False","False","F5","True","interieur","bon","False","True","True","15000000","True","4","3","True","Ambatobe","0","0","True","voiture_avec_parking","Villa"
"False","False","F0","False","interieur","bon","False","False","False","1500000","False","4","1","False","Imerimanjaka","0","0","False","voiture_avec_parking","Appartement"
"False","False","F4","False","interieur","bon","True","False","False","2000000","False","3","1","False","Andohalo","0","0","False","voiture_avec_parking","Villa"
"False","True","F6","False","interieur","bon","True","False","False","3000000","False","5","2","False","Antsahabe Ankorahotra Ankazoto","0","0","False","voiture_avec_parking","Villa"
"False","False","F6","False","interieur","bon","False","False","False","1600000","True","5","2","False","Ambohimiandra","0","0","True","voiture_avec_parking","Appartement"
"False","False","F0","False","interieur","bon","False","True","False","2400000","True","2","1","False","Ambohitsoa","0","0","False","voiture_avec_parking","Appartement"
"False","False","F4","True","interieur","bon","False","True","True","20000000","False","3","3","True","Ivandry","0","4000","False","voiture_avec_parking","Villa"
"False","False","F0","False","interieur","bon","False","True","False","1400000","False","2","1","False","Mahazoarivo","0","0","True","voiture_avec_parking","Appartement"
"False","False","F0","True","interieur","bon","False","True","True","14000000","True","4","4","True","Ivandry","0","0","True","voiture_avec_parking","Appartement"
"False","False","F0","True","interieur","bon","False","True","True","6250000","True","1","1","True","Ivandry","0","0","True","sans","Appartement"
"False","False","F0","True","interieur","bon","False","True","True","3600000","False","2","1","True","Ivandry","0","0","True","voiture_avec_parking","Appartement"
"False","False","F0","True","interieur","bon","False","True","True","6000000","True","3","2","False","Ivandry","0","0","True","voiture_avec_parking","Appartement"
"False","False","F0","False","interieur","bon","False","False","False","1800000","True","2","1","False","Soavimbahoaka","0","0","True","voiture_avec_parking","Appartement"
"False","False","F0","False","interieur","bon","False","False","False","800000","False","1","1","False","Antaninandro","0","0","True","sans","Appartement"
"False","False","F0","False","interieur","bon","False","True","False","2500000","False","3","1","False","Manakambahiny","0","0","False","voiture_avec_parking","Appartement"
"False","True","F9","False","interieur","bon","False","False","False","4000000","False","6","2","False","Ambatomena","0","0","False","voiture_avec_parking","Maison"
"False","False","F0","False","interieur","bon","False","False","False","1500000","False","1","1","False","Tsarahonenana","0","0","False","voiture_avec_parking","Appartement"
"False","False","F0","True","interieur","bon","False","False","True","4250000","True","1","1","False","Ivandry","0","0","False","voiture_avec_parking","Appartement"
"False","False","F4","True","interieur","bon","False","False","False","7000000","True","3","3","False","Masinandriana","0","0","False","sans","Villa"
"False","False","F0","False","interieur","bon","False","False","False","4000000","False","2","1","False","Masinandriana","0","0","True","sans","Appartement"
"False","False","F0","True","interieur","bon","False","False","False","2500000","True","1","1","True","Ivandry","0","0","True","voiture_avec_parking","Appartement"
"False","True","F4","False","interieur","bon","False","False","False","2500000","False","3","2","False","Andrefan'ambohijanahary IIIG-I","0","0","True","voiture_avec_parking","Villa"
"False","False","F0","False","interieur","bon","False","True","False","2750000","False","3","2","False","Tsimbazaza","0","0","True","voiture_avec_parking","Appartement"
"False","False","F0","False","interieur","bon","False","False","False","3000000","False","0","0","False","Tsimbazaza","0","0","False","sans","Appartement"
"True","True","F6","True","interieur","bon","False","False","False","3000000","False","5","2","False","Ambohibao","0","0","True","voiture_avec_parking","Villa"
"False","False","F3","True","interieur","bon","False","False","True","9000000","True","2","1","False","Androhibe","0","0","True","voiture_avec_parking","Appartement"
"False","False","F3","False","interieur","bon","False","False","False","2000000","False","2","1","False","Mahazoarivo","0","0","True","voiture_avec_parking","Appartement"
"False","False","F4","True","interieur","bon","False","False","False","2250000","False","3","2","False","Ifarihy","0","0","False","voiture_avec_parking","Appartement"
"False","False","F2","True","interieur","bon","False","False","False","1500000","False","1","1","False","Ifarihy","0","0","False","voiture_avec_parking","Appartement"
"False","False","F4","False","interieur","bon","False","False","False","1350000","False","3","2","False","Lalamby Sy Ny Manodidina","0","0","True","voiture_avec_parking","Appartement"
"False","False","F3","True","interieur","bon","False","False","True","6500000","False","2","2","False","Ankorondrano","0","0","True","voiture_avec_parking","Appartement"
"False","False","F4","False","interieur","bon","False","False","False","3000000","False","3","2","False","Antanetibe","0","0","True","voiture_avec_parking","Appartement"
"False","False","F4","True","interieur","bon","False","True","False","3400000","False","3","3","False","Ivato Aeroport","0","0","False","voiture_avec_parking","Villa"
"False","False","F4","True","interieur","bon","False","True","True","7500000","False","3","2","True","Ivandry","0","0","True","voiture_avec_parking","Appartement"
"False","False","F5","True","interieur","bon","True","False","False","7000000","False","4","3","True","Ankadindravola","0","0","True","voiture_avec_parking","Villa"
"False","False","F5","False","interieur","bon","True","False","False","5000000","False","4","2","False","Ankadindravola","0","0","False","voiture_avec_parking","Villa"
"False","False","F4","False","interieur","moyen","False","True","False","1100000","False","3","1","False","Lalamby Sy Ny Manodidina","0","0","False","sans","Appartement"
"False","False","F4","False","interieur","bon","False","True","False","750000","False","3","1","False","Soavimasoandro","0","0","True","voiture_avec_parking","Appartement"
"False","False","F2","False","interieur","bon","False","False","False","2000000","True","1","1","False","Antanimena","0","0","False","sans","Appartement"
"False","False","F6","False","interieur","moyen","False","False","False","4000000","False","5","1","False","Ambohijanaka","0","0","False","sans","Villa"
"False","False","F4","True","interieur","bon","False","False","False","5000000","False","3","2","False","Androhibe","0","0","False","voiture_avec_parking","Villa"
"False","False","F4","False","interieur","bon","False","False","False","1600000","False","3","1","False","Ambanidia","0","0","True","voiture_avec_parking","Maison"
"False","False","F3","False","interieur","bon","False","True","False","275000","True","2","2","False","Ambohibao","0","0","True","voiture_avec_parking","Appartement"
"False","False","F2","False","interieur","bon","False","False","False","2000000","False","1","1","False","Antanimena","0","0","True","sans","Appartement"
"False","False","F6","False","interieur","bon","True","False","False","4000000","False","5","5","False","Ambohimahatsinjo","0","0","False","voiture_avec_parking","Villa"
"False","False","F0","False","interieur","bon","False","True","False","800000","True","1","1","False","Alasora","0","0","False","voiture_avec_parking","Appartement"
"False","True","F5","True","interieur","bon","True","False","True","6000000","False","4","3","False","Ambohibao","90","0","True","voiture_avec_parking","Villa"
"False","True","F6","True","interieur","bon","True","False","True","25000000","False","5","5","False","Ivandry","0","0","False","voiture_avec_parking","Villa"
"False","False","F3","True","interieur","bon","False","True","False","1300000","False","2","1","False","Ampefiloha","0","0","True","voiture_avec_parking","Appartement"
"False","False","F4","False","interieur","bon","False","True","False","3500000","False","3","1","True","Ivandry","0","0","True","voiture_avec_parking","Appartement"
"False","False","F4","False","interieur","bon","False","True","False","3000000","False","3","2","False","Ambatobe","0","0","False","voiture_avec_parking","Villa"
"False","False","F4","False","interieur","bon","False","False","False","2000000","False","3","1","False","Mahazoarivo","0","0","False","voiture_avec_parking","Appartement"
"True","False","F4","False","interieur","bon","False","False","False","1600000","False","3","1","False","Mahazoarivo","0","0","True","voiture_avec_parking","Appartement"
"False","False","F2","False","interieur","bon","False","False","False","2200000","True","1","1","False","Andohalo","0","0","False","voiture_avec_parking","Appartement"
"False","False","F4","False","interieur","bon","False","False","False","1600000","False","3","2","False","Talatamaty","0","0","False","voiture_avec_parking","Appartement"
"False","False","F3","True","interieur","bon","False","True","False","2500000","True","2","1","False","Ankadifotsy","0","0","True","voiture_avec_parking","Appartement"
"False","False","F3","False","interieur","bon","False","True","False","2500000","False","2","1","False","Antsakaviro","0","0","True","voiture_avec_parking","Appartement"
"False","True","F5","False","interieur","bon","False","False","False","3000000","False","4","3","False","Ilafy","0","0","True","voiture_avec_parking","Villa"
"False","False","F3","False","interieur","bon","True","False","False","1000000","False","2","1","False","Ambatobe","0","0","True","voiture_avec_parking","Appartement"
"True","False","F0","False","interieur","moyen","False","False","False","1500000","False","0","0","False","Ilafy","0","0","False","sans","Maison"
"False","False","F4","False","interieur","bon","True","False","False","1850000","True","3","1","False","Analamahitsy","0","0","False","voiture_avec_parking","Appartement"
"False","False","F3","False","interieur","bon","False","True","False","2000000","True","2","1","False","Ambanidia","0","0","False","voiture_avec_parking","Appartement"
"False","False","F2","False","interieur","bon","False","True","False","3750000","True","1","1","True","Andrefan'ankadimbahoaka","0","0","False","voiture_avec_parking","Appartement"
"True","False","F5","False","interieur","bon","False","False","False","5000000","True","4","3","False","Mandrosoa Ilafy","0","0","True","voiture_avec_parking","Villa"
"False","False","F2","True","interieur","bon","False","True","True","5000000","True","1","1","True","Ivandry","0","0","False","voiture_avec_parking","Appartement"
"False","False","F5","True","interieur","bon","False","False","True","13000000","False","4","3","True","Ivandry","0","0","True","voiture_avec_parking","Appartement"
"True","False","F5","True","interieur","bon","True","True","True","15750000","False","4","4","True","Ambatobe","0","0","True","voiture_avec_parking","Villa"
"False","False","F4","False","interieur","bon","False","True","False","800000","False","3","2","False","Mahazoarivo","0","0","False","voiture_avec_parking","Appartement"
"False","True","F5","False","interieur","bon","True","True","False","3500000","False","3","2","False","Ambatoroka","0","0","True","voiture_avec_parking","Villa"
"False","False","F4","False","interieur","bon","False","False","False","10000000","False","3","1","False","Andrefan'ankadimbahoaka","0","0","False","sans","Villa"
"False","False","F2","False","interieur","bon","False","False","False","1400000","True","1","1","False","Ambatobe","0","0","False","voiture_avec_parking","Appartement"
"False","False","F2","False","interieur","bon","False","False","False","1200000","True","1","0","False","Ambatobe","0","0","False","voiture_avec_parking","Appartement"
"False","False","F3","False","interieur","bon","False","True","False","1500000","False","2","1","False","Ambatobe","0","0","True","voiture_avec_parking","Appartement"
"False","False","F5","False","interieur","bon","False","False","False","1600000","False","4","1","False","Ambohimahitsy","0","0","True","voiture_avec_parking","Villa"
"False","True","F4","False","interieur","bon","False","False","False","1400000","False","3","2","False","Ambohibao","0","0","False","voiture_avec_parking","Appartement"
"False","True","F5","False","interieur","bon","False","False","False","2500000","False","4","2","False","Ambodihady","0","0","True","voiture_avec_parking","Villa"
"False","False","F4","False","interieur","bon","False","False","False","1000000","False","3","1","False","Alasora","0","0","True","voiture_avec_parking","Villa"
"False","True","F6","True","interieur","bon","False","False","True","8500000","False","5","4","True","Tanjombato","0","0","True","voiture_avec_parking","Villa"
"False","False","F4","True","interieur","bon","False","True","False","8000000","False","3","3","True","Andrefan'ankadimbahoaka","0","0","True","voiture_avec_parking","Villa"
"False","False","F4","False","interieur","bon","False","True","False","1500000","False","3","2","False","Talatamaty","0","0","True","voiture_avec_parking","Appartement"
"False","False","F4","False","interieur","bon","False","True","False","800000","False","3","1","False","Andrainarivo","0","0","False","voiture_avec_parking","Appartement"
"False","False","F3","False","interieur","bon","False","True","False","1200000","False","2","1","False","Ampandrana","0","0","True","moto","Maison"
"False","False","F3","False","interieur","bon","False","False","False","1300000","False","2","1","False","Ampandrana","0","0","True","voiture_avec_parking","Appartement"
"False","False","F2","False","interieur","bon","False","False","False","1200000","False","1","1","False","Ambatonakanga","0","0","True","sans","Appartement"
"False","False","F2","False","interieur","bon","True","False","False","3400000","False","1","1","False","Ambohijatovo","0","0","False","moto","Appartement"
"False","False","F5","False","interieur","bon","True","False","False","3400000","False","3","2","False","Ambohijatovo","0","0","False","voiture_avec_parking","Appartement"
"True","False","F6","False","interieur","bon","True","False","False","4137000","False","3","2","False","Miandrarivo Ambanidia","0","0","False","voiture_avec_parking","Appartement"
"False","False","F3","False","interieur","bon","False","False","False","1750000","False","2","1","False","67ha Afovoany Andrefana","0","0","True","voiture_avec_parking","Appartement"
"False","False","F4","False","interieur","bon","False","True","False","7500000","False","2","2","False","Isoraka","0","0","True","sans","Appartement"
"False","False","F4","False","interieur","bon","False","True","False","2000000","True","3","1","False","Ambatoroka","0","0","False","voiture_avec_parking","Appartement"
"False","False","F3","True","interieur","bon","False","True","True","7500000","False","2","2","True","Ivandry","0","0","True","voiture_avec_parking","Appartement"
"False","False","F0","False","interieur","bon","False","False","False","800000","False","1","1","False","Ambatobe","0","0","False","voiture_avec_parking","Appartement"
"False","False","F3","False","interieur","bon","False","False","False","4000000","True","2","1","True","Ambatobe","0","0","False","voiture_avec_parking","Appartement"
"False","False","F2","False","interieur","bon","False","False","False","1700000","True","1","1","False","Ambohibao","0","0","False","voiture_avec_parking","Maison"
"False","True","F3","True","interieur","bon","False","True","False","6750000","False","2","2","False","Andohalo","0","0","True","voiture_avec_parking","Appartement"
"False","False","F4","False","interieur","bon","False","False","False","3000000","False","3","2","False","Ambatobe","0","0","True","voiture_avec_parking","Villa"
"False","False","F4","False","interieur","bon","False","True","False","1800000","False","3","2","False","Ambohimangakely","0","0","True","voiture_avec_parking","Villa"
"False","True","F6","False","interieur","bon","False","False","False","4000000","False","3","2","False","Androhibe","0","0","False","voiture_avec_parking","Villa"
"False","False","F4","True","interieur","bon","False","True","False","7500000","True","3","2","False","Ambohibao","0","0","True","voiture_avec_parking","Villa"
"False","False","F5","False","interieur","bon","False","False","False","3370000","False","4","1","False","Antanimena","0","0","True","voiture_avec_parking","Appartement"
"False","False","F3","True","interieur","bon","False","True","False","2830000","True","2","2","False","Ambatobe","0","0","False","voiture_avec_parking","Appartement"
"False","False","F4","True","interieur","bon","False","True","True","7500000","False","3","2","True","Ambatobe","0","0","True","voiture_avec_parking","Appartement"
"False","False","F4","True","interieur","bon","False","True","True","5000000","False","3","3","True","Ambatobe","0","0","True","voiture_avec_parking","Appartement"
"False","False","F2","True","interieur","bon","False","True","True","3000000","True","1","1","True","Ambatobe","0","0","True","voiture_avec_parking","Appartement"
"False","False","F4","False","interieur","bon","False","False","False","1000000","False","3","1","False","Andrainarivo","0","0","False","voiture_avec_parking","Appartement"
"False","False","F4","False","interieur","bon","False","False","False","1200000","False","3","1","False","Andraharo","0","0","False","voiture_avec_parking","Appartement"
"False","False","F3","False","interieur","bon","False","True","False","3000000","False","2","1","False","Antanimora Ampasanimalo","0","0","False","sans","Appartement"
"False","False","F2","False","interieur","bon","False","False","False","2000000","False","1","1","False","Tsimialonjafy","0","0","False","voiture_avec_parking","Appartement"
"False","False","F4","False","interieur","moyen","False","False","False","8500000","True","3","1","False","Ambatobe","0","0","False","sans","Appartement"
"False","False","F3","False","interieur","bon","False","True","False","6000000","True","2","2","True","Ivandry","0","0","True","sans","Appartement"
"False","False","F5","False","interieur","bon","False","False","False","2000000","False","4","1","False","Anosivavaka","0","0","True","voiture_avec_parking","Villa"
"False","False","F5","False","interieur","bon","False","False","False","2000000","False","4","1","False","Ankadifotsy","0","0","True","voiture_avec_parking","Maison"
"False","False","F4","False","interieur","bon","True","False","False","4000000","False","3","2","False","Ivandry","0","0","True","voiture_avec_parking","Villa"
"False","False","F3","False","interieur","bon","False","False","False","2200000","False","2","2","False","Alarobia Amboniloha","0","0","False","voiture_avec_parking","Appartement"
"False","False","F5","True","interieur","bon","False","True","False","4500000","True","4","4","True","Ankadivato","0","0","True","voiture_avec_parking","Maison"
"False","False","F6","False","interieur","bon","False","False","False","3000000","False","5","3","False","Talatamaty","0","0","True","voiture_avec_parking","Villa"
"False","True","F6","False","interieur","bon","True","False","False","10000000","False","4","3","False","Tsiadana","0","0","True","voiture_avec_parking","Villa"
"False","False","F3","False","interieur","bon","False","False","False","1700000","False","2","1","False","Ambatobe","0","0","False","voiture_avec_parking","Maison"
"False","False","F2","True","interieur","bon","False","False","True","4275000","True","1","1","True","Ivandry","0","0","True","voiture_avec_parking","Appartement"
"False","False","F5","True","interieur","bon","False","True","False","6000000","False","4","4","False","Ivandry","0","0","True","voiture_avec_parking","Villa"
"False","False","F3","False","interieur","bon","False","True","False","1500000","True","2","1","False","Ambatoroka","0","0","False","voiture_avec_parking","Appartement"
"False","False","F5","False","interieur","bon","False","False","False","1200000","False","4","1","False","Tsarahonenana","0","0","False","voiture_avec_parking","Appartement"
"False","False","F3","True","interieur","bon","False","False","True","6500000","True","2","2","True","Ivandry","144","0","True","voiture_avec_parking","Appartement"
"False","True","F6","False","interieur","bon","True","False","False","10000000","False","5","3","True","Ivato Aeroport","0","0","True","voiture_avec_parking","Villa"
"False","False","F3","False","interieur","bon","False","True","False","2500000","False","2","2","False","Ambatolampy Tsimahafotsy","0","0","True","voiture_avec_parking","Appartement"
"False","False","F8","True","interieur","bon","False","False","False","10000000","False","6","6","True","Ivandry","0","0","True","voiture_avec_parking","Villa"
"True","True","F5","True","interieur","bon","False","True","True","4250000","False","3","2","False","Ambatobe","0","0","False","voiture_avec_parking","Villa"
"False","False","F4","False","interieur","bon","False","True","False","2400000","False","2","1","False","Mahavoky","0","0","True","voiture_avec_parking","Maison"
"True","False","F5","False","interieur","bon","False","False","False","2000000","False","4","2","False","Ambohimangakely","0","600","True","voiture_avec_parking","Villa"
"False","True","F6","True","interieur","bon","True","True","False","6000000","False","5","4","False","Ambatobe","0","0","True","voiture_avec_parking","Villa"
"False","False","F5","True","interieur","bon","False","False","False","4500000","False","4","2","False","Ambatolampy Tsimahafotsy","0","0","True","voiture_avec_parking","Villa"
"False","False","F0","False","interieur","moyen","False","False","False","400000","False","0","0","False","Tanjombato Iraitsimivaky","0","0","False","voiture_avec_parking","Appartement"
"True","False","F5","False","interieur","bon","False","True","False","4500000","True","4","2","False","Ambatolampy Tsimahafotsy","0","0","True","voiture_avec_parking","Appartement"
"False","False","F5","True","interieur","bon","True","True","False","9500000","True","4","3","True","Androhibe","0","0","True","voiture_avec_parking","Villa"
"False","True","F7","False","interieur","bon","True","True","False","10000000","True","6","6","True","Analamahitsy","0","0","True","voiture_avec_parking","Villa"
"True","False","F4","True","interieur","bon","False","True","False","10000000","True","3","3","True","Andrefan'ankadimbahoaka","0","0","False","voiture_avec_parking","Villa"
"False","False","F2","False","interieur","bon","False","False","False","1400000","False","1","1","False","Isoraka","0","0","False","sans","Appartement"
"False","False","F3","True","interieur","bon","False","True","False","1000000","False","2","1","False","Ambohibao","0","0","True","voiture_avec_parking","Appartement"
"False","False","F3","False","interieur","bon","False","True","False","800000","False","2","1","False","Behoririka","0","0","False","moto","Appartement"
"False","False","F3","True","interieur","bon","False","True","False","2000000","True","2","1","False","Ambohibao","0","0","False","voiture_avec_parking","Appartement"
"False","False","F3","False","interieur","bon","False","True","False","1500000","False","2","1","False","Ambatoroka","0","0","True","voiture_avec_parking","Villa"
"False","False","F5","False","interieur","bon","False","False","False","4500000","False","4","1","False","Antsakaviro","0","0","False","voiture_avec_parking","Villa"
"True","False","F4","True","interieur","bon","False","True","False","2100000","False","3","2","False","Analamahitsy","0","0","True","voiture_avec_parking","Appartement"
"False","True","F5","False","interieur","bon","False","True","False","14000000","True","4","3","False","Ivandry","0","0","True","voiture_avec_parking","Villa"
"False","False","F3","True","interieur","bon","False","True","False","3000000","False","2","1","False","Ivandry","0","0","False","voiture_avec_parking","Appartement"
"False","False","F2","False","interieur","bon","False","False","False","1200000","False","1","1","False","Ambatobe","0","0","False","voiture_avec_parking","Appartement"
"False","False","F4","False","interieur","bon","False","False","False","5000000","True","0","0","False","Ambohitrarahaba","0","0","False","sans","Villa"
"False","True","F8","False","interieur","bon","True","False","False","7000000","False","7","3","True","Ambohibao","0","0","True","voiture_avec_parking","Villa"
"False","False","F6","False","interieur","bon","False","False","False","3500000","False","0","0","False","Ambohibao","0","0","False","sans","Villa"
"False","False","F6","True","interieur","bon","False","True","True","11500000","True","5","2","False","Ivandry","0","0","False","voiture_avec_parking","Villa"
"False","False","F4","True","interieur","bon","False","False","False","1500000","True","3","2","False","Talatamaty","0","0","True","voiture_avec_parking","Appartement"
"False","False","F5","True","interieur","bon","False","True","False","6000000","False","4","1","True","Ambatobe","0","0","True","voiture_avec_parking","Villa"
"False","True","F5","False","interieur","bon","True","True","False","4500000","False","4","2","False","Androhibe","0","0","True","voiture_avec_parking","Villa"
"False","False","F5","False","interieur","bon","False","False","False","3000000","False","4","2","False","Ankerana","0","0","False","voiture_avec_parking","Appartement"
"False","False","F4","False","interieur","bon","False","True","False","3000000","False","3","2","False","Ankerana","0","0","True","voiture_avec_parking","Appartement"
"False","True","F4","True","interieur","bon","False","False","False","4000000","True","3","2","False","Ambatobe","0","0","True","voiture_avec_parking","Villa"
"False","False","F4","True","interieur","bon","False","False","False","3000000","False","3","2","False","Ivato","0","0","False","voiture_avec_parking","Villa"
"False","False","F5","True","interieur","bon","True","False","True","11500000","False","4","3","True","Ivato Aeroport","0","0","False","voiture_avec_parking","Villa"
"False","False","F3","False","interieur","bon","False","False","False","800000","False","2","1","False","Andranovelona","0","0","True","voiture_avec_parking","Appartement"
"False","False","F4","True","interieur","bon","False","False","True","7500000","True","3","2","True","Ivandry","0","0","False","sans","Appartement"
"False","False","F4","False","interieur","bon","False","False","False","3000000","False","3","3","False","By Pass","0","0","True","voiture_avec_parking","Villa"
"False","True","F5","True","interieur","bon","False","False","False","3500000","False","4","2","False","Soavimbahoaka","0","0","False","voiture_avec_parking","Villa"
"False","False","F3","False","interieur","bon","False","False","False","275000","True","2","1","False","Ambohibao","0","0","True","voiture_avec_parking","Appartement"
"False","False","F4","False","interieur","bon","True","True","False","3000000","False","3","2","False","Tanjombato Iraitsimivaky","0","0","False","voiture_avec_parking","Villa"
"False","False","F3","True","interieur","bon","False","False","False","2500000","False","2","2","False","Ivandry","0","0","True","voiture_avec_parking","Appartement"
"False","False","F0","False","interieur","moyen","False","False","False","400000","False","1","1","False","Iavoloha","0","0","False","voiture_avec_parking","Appartement"
"False","False","F3","False","interieur","bon","False","False","False","2000000","False","2","1","False","Antsakaviro","0","0","True","voiture_avec_parking","Appartement"
"False","True","F5","False","interieur","bon","False","False","False","6500000","True","4","3","False","Ambohijatovo","0","0","True","voiture_avec_parking","Appartement"
"False","True","F6","False","interieur","bon","False","False","False","6000000","False","3","1","False","Isoraka","0","0","False","voiture_avec_parking","Appartement"
"False","False","F5","False","interieur","bon","False","False","False","4000000","True","4","1","False","Ambohibao","0","0","True","voiture_avec_parking","Villa"
"False","False","F4","True","interieur","bon","False","True","False","1000000","False","3","2","False","Andranomena","0","0","False","voiture_avec_parking","Appartement"
"False","False","F4","True","interieur","bon","False","False","True","4000000","True","3","3","True","Talatamaty","0","0","True","voiture_avec_parking","Appartement"
"False","False","F4","False","interieur","bon","True","False","False","1600000","True","3","1","False","Talatamaty","0","0","True","voiture_avec_parking","Appartement"
"True","True","F3","False","interieur","bon","True","False","False","3500000","True","2","2","False","Analamahitsy","0","0","True","voiture_avec_parking","Appartement"
"False","True","F3","False","interieur","bon","True","False","False","2500000","True","2","1","False","Ilafy","0","0","False","voiture_avec_parking","Villa"
"False","False","F4","False","interieur","bon","False","False","False","3000000","False","3","1","False","Androhibe","0","0","True","voiture_avec_parking","Villa"
"False","False","F4","True","interieur","bon","False","True","True","5500000","True","3","2","False","Ivandry","0","0","True","voiture_avec_parking","Appartement"
"False","False","F4","False","interieur","bon","False","True","False","2500000","False","3","2","False","Ivandry","0","0","False","voiture_avec_parking","Villa"
"False","False","F4","False","interieur","bon","True","False","False","3000000","True","3","2","False","Imerimanjaka","0","0","True","voiture_avec_parking","Villa"
"False","False","F0","False","interieur","bon","False","False","False","180000","False","1","1","False","Imerimanjaka","0","0","False","voiture_avec_parking","Appartement"
"False","False","F3","True","interieur","bon","False","True","True","3000000","True","2","1","False","Ivato","0","0","True","voiture_avec_parking","Appartement"
"False","True","F3","False","interieur","bon","False","False","False","1200000","False","2","1","False","Ankadindravola","0","0","True","voiture_avec_parking","Villa"
"False","False","F0","False","interieur","bon","False","True","False","1300000","True","1","1","False","Ambohibao","0","0","False","voiture_avec_parking","Appartement"
"True","False","F5","True","interieur","bon","False","True","True","6000000","False","4","3","True","Androhibe","0","0","True","voiture_avec_parking","Villa"
"False","True","F5","True","interieur","bon","True","False","False","4500000","False","4","1","False","Andranovelona","0","0","True","voiture_avec_parking","Villa"
"False","False","F4","True","interieur","bon","False","False","True","5500000","True","3","2","False","Ivandry","0","0","True","voiture_avec_parking","Appartement"
"False","False","F2","True","interieur","bon","False","True","True","6500000","True","1","1","False","Androhibe","0","0","True","voiture_avec_parking","Appartement"
"False","False","F4","True","interieur","bon","False","False","True","6000000","False","3","3","False","Ambohipotsy Ambohimitsimbina A","0","0","True","voiture_avec_parking","Appartement"
"False","False","F2","True","interieur","bon","False","False","False","1300000","True","1","1","False","Ankadindravola","0","0","False","voiture_avec_parking","Appartement"
"False","False","F3","False","interieur","bon","False","True","False","2600000","True","2","1","False","Ambatobe","0","0","True","voiture_avec_parking","Appartement"
"False","False","F3","False","interieur","bon","False","False","False","1800000","False","2","2","False","Ankazomanga","0","0","False","voiture_avec_parking","Appartement"
"False","False","F2","False","interieur","bon","False","True","False","2600000","True","1","1","False","Andohalo","0","0","True","voiture_avec_parking","Appartement"
"False","False","F4","False","interieur","bon","False","False","False","2500000","True","3","1","False","Antsakaviro","0","0","True","voiture_avec_parking","Appartement"
"False","False","F3","False","interieur","bon","False","False","False","2800000","True","2","1","False","Ambatobe","0","0","True","voiture_avec_parking","Villa"
"False","False","F5","False","interieur","bon","True","True","False","5000000","False","4","2","True","Ambatobe","0","0","True","voiture_avec_parking","Villa"
"False","False","F2","True","interieur","bon","False","False","False","3000000","False","1","1","True","Ambatobe","0","0","True","voiture_avec_parking","Appartement"
"False","False","F4","False","interieur","bon","False","False","False","2500000","False","3","1","False","Ambatobe","0","0","False","voiture_avec_parking","Villa"
"False","False","F2","False","interieur","bon","False","False","False","750000","False","1","1","False","Soarano Ambondrona","0","0","False","sans","Appartement"
"True","False","F4","False","interieur","bon","True","True","False","4500000","False","3","2","False","Ivandry","0","0","True","voiture_avec_parking","Villa"
"False","False","F0","False","interieur","bon","False","True","True","1500000","True","1","1","False","Androhibe","0","0","False","sans","Appartement"
"False","False","F2","False","interieur","bon","False","True","False","2500000","True","1","1","True","Ivandry","0","0","False","voiture_avec_parking","Appartement"
"False","False","F3","False","interieur","bon","False","False","False","1600000","False","2","1","False","Ambohibao","0","0","True","voiture_avec_parking","Maison"
"False","False","F5","True","interieur","bon","False","True","False","2500000","False","4","2","False","By Pass","0","0","False","voiture_avec_parking","Appartement"
"False","True","F5","False","interieur","bon","False","False","True","4500000","False","4","2","True","Ambohibao","0","0","True","voiture_avec_parking","Villa"
"False","False","F5","False","interieur","bon","True","False","False","6000000","False","4","2","True","Ambohimiandra Fenomanana Antsa","0","0","True","voiture_avec_parking","Villa"
